oshwaUid,country,projectName,responsibleParty,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
PL000009,Poland,Femto,Miroslaw Folejewski,Electronics,CERN-OHL-1.2,No software,CC BY-SA,2022-09-07T00:00-04:00,155,20,9,https://certification.oshwa.org/pl000009.html
US000926,United States of America,FemtoBuck LED Driver,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-18T00:00-05:00,13,7,49,https://certification.oshwa.org/us000926.html
UK000027,United Kingdom,Ferris,Pierre Chevalier,Electronics,Solderpad,GPL,CC 0,2021-03-24T00:00-04:00,1231,63,33,https://certification.oshwa.org/uk000027.html
UK000013,United Kingdom,Ferris,Pierre Chevalier,Electronics,Solderpad,GPL,Other,2020-07-16T00:00-04:00,1231,63,33,https://certification.oshwa.org/uk000013.html
US002695,United States of America,FIEVel,Harris Lab,Science,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-11-11T00:00-05:00,5,1,0,https://certification.oshwa.org/us002695.html
US001027,United States of America,Fio v3 - ATmega32U4,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,6,6,47,https://certification.oshwa.org/us001027.html
IN000021,India,fireBee,Prasannaa  Kumar D,Electronics,Other,No software,CC 0,2021-03-02T00:00-05:00,0,0,1,https://certification.oshwa.org/in000021.html
HR000012,Croatia,Firefly,Intergalaktik d.o.o.,Arts,Other,GPL,Other,2021-10-07T00:00-04:00,6,1,1,https://certification.oshwa.org/hr000012.html
US002794,United States of America,FLAP-0,Flapmax,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2026-01-07T00:00-05:00,0,0,0,https://certification.oshwa.org/us002794.html
DE000130,Germany,flash-trigger,Michael Walle,Electronics,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2022-11-28T00:00-05:00,2,0,1,https://certification.oshwa.org/de000130.html
IE000001,Ireland,Flex-C-Friend,Brian Lough,Tool,CERN,No software,CC BY-SA,2020-08-14T00:00-04:00,63,3,3,https://certification.oshwa.org/ie000001.html
BE000022,Belgium,FlipperZero JTAG/SWD/SPI breakout,Fred Corp.,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2025-11-14T00:00-05:00,2,0,0,https://certification.oshwa.org/be000022.html
US002177,United States of America,Flipping Out DIP Proto PCB,John Royston,Electronics,GPL-3.0-or-later,No software,GPL-3.0-or-later,2023-04-26T00:00-04:00,6,0,2,https://certification.oshwa.org/us002177.html
US002115,United States of America,Flock,Sergey Kiselev,Electronics,CERN-OHL-S-2.0,GPL-3.0-only,CC-BY-SA-4.0,2022-06-02T00:00-04:00,19,4,5,https://certification.oshwa.org/us002115.html
US002446,United States of America,FLORA 9-DOF Accelerometer/Gyroscope/Magnetometer - LSM9DS0,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,2,0,9,https://certification.oshwa.org/us002446.html
US002448,United States of America,Flora Color Sensor with White Illumination LED - TCS34725,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,5,1,7,https://certification.oshwa.org/us002448.html
US002451,United States of America,Flora Lux Sensor - TSL2561 Light Sensor,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,2,0,5,https://certification.oshwa.org/us002451.html
US002428,United States of America,Flora RGB Smart NeoPixel version 1,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-08-22T00:00-04:00,9,4,10,https://certification.oshwa.org/us002428.html
US002442,United States of America,Flora RGB Smart NeoPixel version 1 - Pack of 4,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-05T00:00-04:00,9,4,10,https://certification.oshwa.org/us002442.html
US002427,United States of America,Flora RGB Smart NeoPixel version 2,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-08-22T00:00-04:00,9,4,10,https://certification.oshwa.org/us002427.html
US002496,United States of America,Flora Sewable 3-Pin JST Wiring Adapter,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-14T00:00-04:00,3,0,5,https://certification.oshwa.org/us002496.html
US002447,United States of America,Flora UV Index Sensor - Si1145 Light Sensor,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,3,0,5,https://certification.oshwa.org/us002447.html
IT000011,Italy,Florence RadiativE paSsive Cooling Open FRESCO-Board,Giuseppe Emanuele Lio,Science,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2022-10-21T00:00-04:00,7,3,2,https://certification.oshwa.org/it000011.html
IT000015,Italy,FLORENCE RADIATIVE PASSIVE COOLING OPEN FRESCO-BOARD,Giuseppe Emanuele Lio; Lorenzo Pattelli; and Roberto Concas,Science,GPL,GPL,GPL,2024-04-19T00:00-04:00,7,3,2,https://certification.oshwa.org/it000015.html
LK000014,Sri Lanka,FM stereo receiver module,Dilshan R Jayakody,Sound,CERN-OHL-W-2.0,MIT,CC BY,2025-03-28T00:00-04:00,4,0,2,https://certification.oshwa.org/lk000014.html
SG000004,Singapore,Fomu,Sean Cross,Education,TAPR,Apache,CC BY-SA,2019-05-14T00:00-04:00,227,24,20,https://certification.oshwa.org/sg000004.html
CA000033,Canada,Forest Hub,Neil Squire Society,Electronics,CERN-OHL-W-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2023-10-04T00:00-04:00,3,1,1,https://certification.oshwa.org/ca000033.html
BG000024,Bulgaria,FOSDEM-85,OLIMEX Ltd,Electronics,Other,GPL,CC BY-SA,2019-06-30T00:00-04:00,27,14,10,https://certification.oshwa.org/bg000024.html
DE000128,Germany,foxBMS,Fraunhofer IISB,Electronics,CC-BY-4.0,Other,CC-BY-4.0,2022-06-10T00:00-04:00,27,14,10,https://certification.oshwa.org/de000128.html
US002126,United States of America,Foxie Clock,"Foxie Products, LLC",IOT,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-4.0,2022-09-30T00:00-04:00,2,1,1,https://certification.oshwa.org/us002126.html
GT000015,Guatemala,FP CTRL W ESP32,Diego Fernando Iboy Pacheco,IOT,CERN-OHL-P-2.0,GPL-3.0-only,CC BY,2023-07-08T00:00-04:00,0,0,1,https://certification.oshwa.org/gt000015.html
AU000008,Australia,fpx,Mansour Behabadi,Electronics,Other,Other,Other,2020-09-19T00:00-04:00,327,24,12,https://certification.oshwa.org/au000008.html
US002577,United States of America,Framework Debug Probe,Jack LeFevre,Electronics,CC-BY-SA-4.0,GPL,CC-BY-SA-4.0,2023-11-09T00:00-05:00,3,0,1,https://certification.oshwa.org/us002577.html
BR000004,Brazil,Franzininho tiny,Franzininho,Education,CERN,No software,CC BY-SA,2020-12-07T00:00-05:00,3,1,2,https://certification.oshwa.org/br000004.html
BR000006,Brazil,Franzininho WIFI,Franzininho,Education,CERN,No software,CC BY-SA,2020-12-07T00:00-05:00,21,5,2,https://certification.oshwa.org/br000006.html
US002374,United States of America,FreeSoC2 Development Board - PSoC5LP,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,16,4,48,https://certification.oshwa.org/us002374.html
BE000021,Belgium,Freya,Sanne 'SpuQ' Santens,IOT,CERN-OHL-W-2.0,GPL,GPL,2025-05-29T00:00-04:00,16,4,48,https://certification.oshwa.org/be000021.html
BE000001,Belgium,Fri3d Badge 2018,Fri3d Camp,Electronics,CERN,Other,Other,2018-05-13T00:00-04:00,17,6,8,https://certification.oshwa.org/be000001.html
BE000006,Belgium,Fri3d Badge 2020,FRI3D CAMP,Electronics,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2022-02-25T00:00-05:00,5,3,6,https://certification.oshwa.org/be000006.html
US000091,United States of America,Frog,Pako Bots,Robotics,Other,GPL,Other,2018-01-13T00:00-04:00,5,3,6,https://certification.oshwa.org/us000091.html
US002795,United States of America,Frog Sensor,Ribbit Network,Environmental,MIT,MIT,MIT,2026-01-15T00:00-05:00,5,3,6,https://certification.oshwa.org/us002795.html
US002745,United States of America,Frost,Ayaan Grover,Electronics,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,2025-06-20T00:00-04:00,2,0,0,https://certification.oshwa.org/us002745.html
FR000015,France,FT600-breakout,Luc Jonveaux,Science,CERN,No software,CC BY-SA,2021-04-02T00:00-04:00,6,2,2,https://certification.oshwa.org/fr000015.html
DE000089,Germany,FT81x Arduino Driver TFT040,Raphael Stäbler,Electronics,CERN,MIT,Other,2020-08-27T00:00-04:00,6,2,2,https://certification.oshwa.org/de000089.html
HR000050,Croatia,Fuel gauge BQ27441 breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,1,0,1,https://certification.oshwa.org/hr000050.html
US000651,United States of America,FujiNet,Joseph Honold,Electronics,CERN,GPL,CC BY-SA,2020-08-14T00:00-04:00,119,23,23,https://certification.oshwa.org/us000651.html
TR000003,Turkey,FXIMU,Can Altineller,Robotics,CERN,GPL,CC BY-SA,2021-03-16T00:00-04:00,119,23,23,https://certification.oshwa.org/tr000003.html
BG000080,Bulgaria,GameBug,Dimitar Dyakov,Electronics,Other,GPL,Other,2022-01-14T00:00-05:00,11,1,1,https://certification.oshwa.org/bg000080.html
US000081,United States of America,Ganglion,"OpenBCI, Inc",Electronics,Other,Other,CC BY-SA,2017-09-18T00:00-04:00,83,40,19,https://certification.oshwa.org/us000081.html
US002205,United States of America,Garmin LIDAR-Lite v4 LED - Distance Measurement Sensor (Qwiic),SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,83,40,19,https://certification.oshwa.org/us002205.html
GT000009,Guatemala,GEC PCB,Tesla Lab,Education,CERN-OHL-1.2,GPL,CC BY,2021-12-03T00:00-05:00,0,0,1,https://certification.oshwa.org/gt000009.html
US002352,United States of America,General Purpose Alarm Device (GPAD),Public Invention,Electronics,CERN-OHL-S-2.0,Other,CC0-1.0,2023-06-22T00:00-04:00,7,11,4,https://certification.oshwa.org/us002352.html
AU000012,Australia,GlowStitch LEDs,Stephanie Piper,Wearables,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2022-10-05T00:00-04:00,24,3,2,https://certification.oshwa.org/au000012.html
JP000018,Japan,gm-proto-e1,Frank Migge,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2022-10-05T00:00-04:00,6,0,1,https://certification.oshwa.org/jp000018.html
JP000019,Japan,GM-STUDY-E1,Frank Migge,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2022-10-21T00:00-04:00,2,0,1,https://certification.oshwa.org/jp000019.html
US002312,United States of America,GNSS Antenna Splitter (Power Divider) with DC Pass,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,3,2,3,https://certification.oshwa.org/us002312.html
HR000111,Croatia,GNSS GPS L86-M33 breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-09-18T00:00-04:00,5,1,1,https://certification.oshwa.org/hr000111.html
NO000006,Norway,gnssclock496boards,Lightside Instruments AS,Electronics,TAPR,No software,Other,2023-10-15T00:00-04:00,0,1,1,https://certification.oshwa.org/no000006.html
BY000002,Belarus,Goryn,Aliaksei Chapyzhenka,Electronics,CC-BY-4.0,MIT,CC-BY-4.0,2024-04-19T00:00-04:00,5,0,1,https://certification.oshwa.org/by000002.html
NO000003,Norway,gpib4pi,Lightside Instruments AS,Electronics,TAPR,No software,Other,2023-05-05T00:00-04:00,14,0,2,https://certification.oshwa.org/no000003.html
CA000043,Canada,GPIO Learning Board,Jeff Tranter,Education,TAPR,Apache,CC BY,2024-01-18T00:00-05:00,7,3,4,https://certification.oshwa.org/ca000043.html
IN000041,India,GranActivity,Yuthika Singh,IOT,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-01-11T00:00-05:00,0,1,1,https://certification.oshwa.org/in000041.html
ES000013,Spain,Grape Board,Frizzy Electronics,Electronics,Other,No software,Other,2020-10-29T00:00-04:00,1,1,2,https://certification.oshwa.org/es000013.html
US000070,United States of America,GreatFET,Great Scott Gadgets,Electronics,Other,Other,Other,2017-07-14T00:00-04:00,346,103,30,https://certification.oshwa.org/us000070.html
IT000009,Italy,Green Detect,Sergio Ghirardelli,Environmental,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2022-06-30T00:00-04:00,11,3,3,https://certification.oshwa.org/it000009.html
IT000007,Italy,GreenBMS,Sergio Ghirardelli,Electronics,Other,Other,Other,2021-08-27T00:00-04:00,691,165,21,https://certification.oshwa.org/it000007.html
RO000019,Romania,GroundStudio AHT21 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,2,2,https://certification.oshwa.org/ro000019.html
RO000018,Romania,GroundStudio BME280 3V3 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000018.html
RO000030,Romania,GroundStudio BME280 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-20T00:00-04:00,0,1,2,https://certification.oshwa.org/ro000030.html
RO000003,Romania,GroundStudio BMM150 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000003.html
RO000017,Romania,GroundStudio BMP280 3V3 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000017.html
RO000029,Romania,GroundStudio BMP280 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-20T00:00-04:00,0,2,2,https://certification.oshwa.org/ro000029.html
RO000006,Romania,GroundStudio Carbon D4,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,7,3,2,https://certification.oshwa.org/ro000006.html
RO000008,Romania,GroundStudio Carbon S2,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,5,2,4,https://certification.oshwa.org/ro000008.html
RO000007,Romania,GroundStudio Carbon V3,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,8,3,2,https://certification.oshwa.org/ro000007.html
RO000022,Romania,GroundStudio Dali-2,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,1,2,https://certification.oshwa.org/ro000022.html
RO000021,Romania,GroundStudio Flash 32 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,2,2,https://certification.oshwa.org/ro000021.html
RO000020,Romania,GroundStudio Flash 64 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000020.html
RO000015,Romania,GroundStudio ICM-20948 module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000015.html
RO000002,Romania,GroundStudio Jade M1,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000002.html
RO000025,Romania,GroundStudio Jade N1,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000025.html
RO000023,Romania,GroundStudio Jade N1+,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000023.html
RO000005,Romania,GroundStudio Jade Pebble,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,5,1,2,https://certification.oshwa.org/ro000005.html
RO000004,Romania,GroundStudio Jade Pro Micro,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,5,2,2,https://certification.oshwa.org/ro000004.html
RO000026,Romania,GroundStudio Jade U1,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000026.html
RO000024,Romania,GroundStudio Jade U1+,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000024.html
RO000016,Romania,GroundStudio Load Cell Amplifier Module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/ro000016.html
RO000009,Romania,GroundStudio Magma Splash,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,4,2,2,https://certification.oshwa.org/ro000009.html
RO000001,Romania,GroundStudio Marble Pico,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2023-06-06T00:00-04:00,34,4,4,https://certification.oshwa.org/ro000001.html
RO000013,Romania,GroundStudio microSD module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,1,2,https://certification.oshwa.org/ro000013.html
RO000010,Romania,GroundStudio Time of Flight Distance Sensor module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,2,2,https://certification.oshwa.org/ro000010.html
RO000027,Romania,GroundStudio Tiny416,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-08T00:00-05:00,1,1,2,https://certification.oshwa.org/ro000027.html
RO000011,Romania,GroundStudio USB to serial HT42B534 Module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,2,2,https://certification.oshwa.org/ro000011.html
RO000028,Romania,GroundStudio USB-C module,ARDUSHOP SRL,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-20T00:00-04:00,0,1,2,https://certification.oshwa.org/ro000028.html
NL000026,Netherlands,Grove Motor Drive,Delft University of Technology,Robotics,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2024-06-13T00:00-04:00,0,0,0,https://certification.oshwa.org/nl000026.html
NL000027,Netherlands,Grove Time-of-Flight Distance Sensor,Delft University of Technology,Education,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2024-06-13T00:00-04:00,0,0,0,https://certification.oshwa.org/nl000027.html
IN000055,India,GuitarGlove,Kritarth Modi,Arts,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2024-06-28T00:00-04:00,0,0,1,https://certification.oshwa.org/in000055.html
US000105,United States of America,Guyline Friction Adjusters,"Hummingbird Hammocks, LLC",Other,Other,No software,CC BY-SA,2018-01-25T00:00-04:00,8,1,2,https://certification.oshwa.org/us000105.html
ES000045,Spain,Gyroscreen,Eric Roy Almonacid,Tool,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2024-04-26T00:00-04:00,0,0,1,https://certification.oshwa.org/es000045.html
US000027,United States of America,HackEEG,"StarCat, LLC",Electronics,Other,Other,CC BY-SA,2016-10-08T00:00-04:00,60,19,15,https://certification.oshwa.org/us000027.html
US000649,United States of America,HackRF One,Great Scott Gadgets,Science,Other,GPL,Other,2020-08-06T00:00-04:00,7699,1664,550,https://certification.oshwa.org/us000649.html
US000196,United States of America,Hactus,Voidbox Industries,Electronics,Other,No software,CC BY-SA,2019-12-15T00:00-05:00,1,0,2,https://certification.oshwa.org/us000196.html
HR000053,Croatia,Hall effect sensor breakout with analog output,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,1,0,1,https://certification.oshwa.org/hr000053.html
HR000114,Croatia,Hall effect sensor breakout with analog output & easyC,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-10-23T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000114.html
HR000054,Croatia,Hall effect sensor breakout with digital output,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000054.html
HR000113,Croatia,Hall effect sensor breakout with digital output & easyC,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-10-23T00:00-04:00,0,0,1,https://certification.oshwa.org/hr000113.html
DE000103,Germany,HALO-90,Kolibri,Wearables,CERN,GPL,CC BY-SA,2021-03-02T00:00-05:00,147,13,11,https://certification.oshwa.org/de000103.html
TW000005,Taiwan,Ham CH552 Micro,Johnny Chao,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,Other,2023-06-30T00:00-04:00,2,0,1,https://certification.oshwa.org/tw000005.html
CA000044,Canada,Ham Radio Tuning Aid,Jeff Tranter,Electronics,TAPR,No software,CC BY,2024-01-18T00:00-05:00,0,1,1,https://certification.oshwa.org/ca000044.html
US001096,United States of America,HamWing,Mike Diehl,Electronics,Solderpad,LGPL,CC BY-SA,2021-03-25T00:00-04:00,6,1,3,https://certification.oshwa.org/us001096.html
US002700,United States of America,Haptic Paddle,Avinash Baskaran,Robotics,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,2024-11-15T00:00-05:00,0,1,0,https://certification.oshwa.org/us002700.html
PT000005,Portugal,Haxophone,"Javier Cardona Unipessoal Lda, DBA Cardona Bits",Arts,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,2023-03-03T00:00-05:00,655,19,18,https://certification.oshwa.org/pt000005.html
NL000013,Netherlands,Headplate and light-blocking sleeve for 2P imaging,3Dneuro,Science,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2023-04-05T00:00-04:00,2,0,1,https://certification.oshwa.org/nl000013.html
